2017:11:13 10:48:58.352 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 10:50:29.333 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:08:54.751 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:08:54.779 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:08:54.781 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:08:54.902 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:08:54.904 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:08:54.904 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:37:59.755 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:37:59.778 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:37:59.780 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:37:59.880 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:37:59.881 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:37:59.882 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:46:07.220 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:46:07.246 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:46:07.248 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:46:07.389 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.aircuve.ApiPackageApplication for test class com.aircuve.view.ViewPackageApplicationTests 
2017:11:13 11:46:07.402 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
2017:11:13 11:46:07.422 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource] 
2017:11:13 11:46:07.423 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute] 
2017:11:13 11:46:07.425 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@309e345f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@56a6d5a6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@18ce0030, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4445629, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@45b9a632, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@25d250c6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4df50bcc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6b26e945, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@63a65a25, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@54c562f7] 
2017:11:13 11:46:07.435 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 11:46:07.436 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 11:46:07.437 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 11:46:07.453 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.aircuve.ApiPackageApplication for test class com.aircuve.view.ViewPackageApplicationTests 
2017:11:13 11:46:07.463 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
2017:11:13 11:46:07.469 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource] 
2017:11:13 11:46:07.470 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute] 
2017:11:13 11:46:07.471 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@10e92f8f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ce3cb8e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@78b66d36, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5223e5ee, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@bef2d72, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@69b2283a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@22a637e7, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6fe7aac8, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1d119efb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@659a969b] 
2017:11:13 11:46:08.192 INFO  --- [main] c.a.v.ViewPackageApplicationTests : Starting ViewPackageApplicationTests on bangseunghoui-MacBook-Pro.local with PID 4480 (started by bangseungho in /Users/bangseungho/git/api-demo) 
2017:11:13 11:46:08.193 INFO  --- [main] c.a.v.ViewPackageApplicationTests : No active profile set, falling back to default profiles: default 
2017:11:13 11:46:08.241 INFO  --- [main] o.s.w.c.s.GenericWebApplicationContext : Refreshing org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 11:46:08 KST 2017]; root of context hierarchy 
2017:11:13 11:46:10.245 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerAdapter : Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 11:46:08 KST 2017]; root of context hierarchy 
2017:11:13 11:46:10.351 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
2017:11:13 11:46:10.354 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
2017:11:13 11:46:10.396 INFO  --- [main] o.s.w.s.h.BeanNameUrlHandlerMapping : Mapped URL path [/api] onto handler '/api' 
2017:11:13 11:46:10.413 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 11:46:10.414 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 11:46:10.468 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 11:46:10.704 INFO  --- [main] c.a.v.ViewPackageApplicationTests : Started ViewPackageApplicationTests in 3.146 seconds (JVM running for 4.201) 
2017:11:13 11:46:10.741 INFO  --- [Thread-2] o.s.w.c.s.GenericWebApplicationContext : Closing org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 11:46:08 KST 2017]; root of context hierarchy 
2017:11:13 17:00:54.062 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 17:00:54.089 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 17:00:54.091 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 17:00:54.231 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.aircuve.ApiPackageApplication for test class com.aircuve.view.ViewPackageApplicationTests 
2017:11:13 17:00:54.240 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
2017:11:13 17:00:54.254 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource] 
2017:11:13 17:00:54.255 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute] 
2017:11:13 17:00:54.256 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@309e345f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@56a6d5a6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@18ce0030, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4445629, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@45b9a632, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@25d250c6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4df50bcc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6b26e945, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@63a65a25, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@54c562f7] 
2017:11:13 17:00:54.264 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.aircuve.view.ViewPackageApplicationTests], using SpringBootContextLoader 
2017:11:13 17:00:54.266 INFO  --- [main] o.s.t.c.s.AbstractContextLoader : Could not detect default resource locations for test class [com.aircuve.view.ViewPackageApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
2017:11:13 17:00:54.266 INFO  --- [main] o.s.t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.aircuve.view.ViewPackageApplicationTests]: ViewPackageApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
2017:11:13 17:00:54.273 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.aircuve.ApiPackageApplication for test class com.aircuve.view.ViewPackageApplicationTests 
2017:11:13 17:00:54.281 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener] 
2017:11:13 17:00:54.286 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.transaction.TransactionalTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttributeSource] 
2017:11:13 17:00:54.287 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Could not instantiate TestExecutionListener [org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]. Specify custom listener classes or make the default listener classes (and their required dependencies) available. Offending class: [org/springframework/transaction/interceptor/TransactionAttribute] 
2017:11:13 17:00:54.288 INFO  --- [main] o.s.b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@10e92f8f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ce3cb8e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@78b66d36, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5223e5ee, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@bef2d72, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@69b2283a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@22a637e7, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6fe7aac8, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1d119efb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@659a969b] 
2017:11:13 17:00:55.095 INFO  --- [main] c.a.v.ViewPackageApplicationTests : Starting ViewPackageApplicationTests on bangseunghoui-MacBook-Pro.local with PID 6456 (started by bangseungho in /Users/bangseungho/git/api-demo) 
2017:11:13 17:00:55.097 INFO  --- [main] c.a.v.ViewPackageApplicationTests : No active profile set, falling back to default profiles: default 
2017:11:13 17:00:55.141 INFO  --- [main] o.s.w.c.s.GenericWebApplicationContext : Refreshing org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 17:00:55 KST 2017]; root of context hierarchy 
2017:11:13 17:00:57.265 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerAdapter : Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 17:00:55 KST 2017]; root of context hierarchy 
2017:11:13 17:00:57.343 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/login/request],methods=[GET]}" onto public java.lang.String com.aircuve.controller.ApiController.login(java.lang.String) 
2017:11:13 17:00:57.348 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
2017:11:13 17:00:57.349 INFO  --- [main] o.s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
2017:11:13 17:00:57.408 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 17:00:57.408 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 17:00:57.474 INFO  --- [main] o.s.w.s.h.SimpleUrlHandlerMapping : Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2017:11:13 17:00:57.706 INFO  --- [main] c.a.v.ViewPackageApplicationTests : Started ViewPackageApplicationTests in 3.311 seconds (JVM running for 4.255) 
2017:11:13 17:00:57.742 INFO  --- [Thread-2] o.s.w.c.s.GenericWebApplicationContext : Closing org.springframework.web.context.support.GenericWebApplicationContext@1bae316d: startup date [Mon Nov 13 17:00:55 KST 2017]; root of context hierarchy 
